ID,Home_Longitude,Home_Latitude
702,104.039859,30.662596
703,104.057927,30.666483
704,104.053128,30.640739
705,104.083758,30.648805
706,104.063628,30.660781
707,104.039666,30.66022
708,104.056885,30.676199
709,104.056209,30.664747
710,104.057751,30.661528
711,104.045075,30.678546
712,104.066736,30.642805
713,104.100265,30.66324
714,104.072844,30.668562
715,104.067104,30.667749
716,104.057695,30.674541
717,104.075248,30.672049
718,104.072504,30.647418
719,104.087789,30.653708
720,104.091712,30.663524
721,104.06695,30.642435
722,104.057446,30.662217
723,104.056289,30.670348
724,104.081393,30.660048
725,104.070333,30.648617
726,104.065964,30.638067
727,104.089457,30.654451
728,104.08538,30.661694
729,104.039505,30.674012
730,104.041249,30.661494
731,104.087201,30.656691
732,104.076899,30.642717
733,104.051613,30.674183
734,104.035266,30.657304
735,104.064224,30.660284
736,104.084913,30.67939
737,104.081508,30.643947
738,104.046095,30.643262
739,104.042843,30.669249
740,104.040661,30.676326
741,104.058474,30.67476
742,104.083404,30.65738
743,104.074808,30.641922
744,104.085223,30.676065
745,104.048135,30.660139
746,104.041979,30.64229
747,104.057404,30.656151
748,104.090819,30.659437
749,104.04842,30.658569
750,104.077142,30.635762
751,104.059023,30.675872
752,104.063507,30.670375
753,104.043623,30.680695
754,104.079619,30.654614
755,104.039517,30.685841
756,104.087852,30.66198
757,104.054573,30.644967
758,104.076896,30.645393
759,104.087562,30.654484
760,104.073711,30.676322
761,104.075774,30.668221
762,104.071285,30.652191
763,104.066105,30.647054
764,104.046103,30.654608
765,104.057192,30.680217
766,104.052552,30.678784
767,104.061888,30.66075
768,104.067428,30.682971
769,104.035276,30.675245
770,104.078968,30.639549
771,104.076901,30.638713
772,104.060259,30.671962
773,104.061154,30.669869
774,104.061013,30.656786
775,104.046946,30.648495
776,104.056482,30.655128
777,104.083544,30.672358
778,104.076711,30.648
779,104.072441,30.661599
780,104.041175,30.659167
781,104.047134,30.634
782,104.054543,30.639322
783,104.085215,30.643164
784,104.078869,30.669432
785,104.081177,30.671397
786,104.044374,30.644854
787,104.042938,30.659328
788,104.048848,30.665029
789,104.039462,30.648772
790,104.051191,30.67796
791,104.043561,30.65899
792,104.066434,30.650075
793,104.040636,30.667652
794,104.084469,30.666584
795,104.079362,30.65712
796,104.080237,30.65393
797,104.056981,30.671169
798,104.076911,30.683759
799,104.060245,30.645281
800,104.056646,30.667326
801,104.082862,30.647822
802,104.035702,30.669067
803,104.069926,30.661562
804,104.091636,30.640014
805,104.05679,30.675252
806,104.057379,30.683362
807,104.075059,30.651068
808,104.046068,30.646683
809,104.066571,30.661025
810,104.075029,30.637581
811,104.06528,30.662665
812,104.05732,30.675034
813,104.089189,30.64707
814,104.05005,30.659608
815,104.061506,30.669423
816,104.064682,30.65369
817,104.073709,30.661518
818,104.043323,30.643448
819,104.062992,30.641961
820,104.070757,30.632881
821,104.040235,30.639758
822,104.062708,30.677888
823,104.03661,30.662357
824,104.044788,30.656239
825,104.042444,30.645541
826,104.091439,30.654281
827,104.068263,30.666254
828,104.066033,30.665338
829,104.080056,30.670375
830,104.054659,30.655685
831,104.059512,30.653493
832,104.048026,30.660537
833,104.050611,30.670968
834,104.081068,30.673462
835,104.078825,30.6548
836,104.060381,30.639052
837,104.046587,30.67653
838,104.068831,30.658108
839,104.041059,30.667696
840,104.078674,30.673264
841,104.064712,30.669297
842,104.079475,30.677297
843,104.042574,30.648059
844,104.099307,30.654207
845,104.061858,30.676473
846,104.0866,30.654475
847,104.037826,30.653805
848,104.040611,30.669301
849,104.072268,30.634656
850,104.058016,30.669856
851,104.067636,30.684211
852,104.077341,30.667263
853,104.050824,30.686193
854,104.068224,30.639648
855,104.07253,30.647144
856,104.047033,30.673476
857,104.041664,30.655982
858,104.045919,30.659284
859,104.044911,30.66388
860,104.07903,30.658913
861,104.075283,30.677087
862,104.075518,30.653685
863,104.07294,30.669802
864,104.062724,30.663797
865,104.045056,30.652771
866,104.08072,30.655805
867,104.046464,30.657431
868,104.041997,30.667341
869,104.071637,30.642791
870,104.059273,30.676433
871,104.063057,30.660477
872,104.072384,30.67858
873,104.081211,30.638248
874,104.046403,30.665285
875,104.049128,30.652654
876,104.088514,30.659139
877,104.07843,30.676358
878,104.071709,30.661415
879,104.058644,30.675986
880,104.06963,30.644522
881,104.076926,30.644295
882,104.067842,30.672697
883,104.082235,30.656983
884,104.082834,30.656178
885,104.040377,30.66641
886,104.085009,30.647668
887,104.043275,30.666783
888,104.078911,30.642848
889,104.077018,30.655576
890,104.062926,30.631955
891,104.091607,30.655633
892,104.066302,30.65393
893,104.054966,30.67556
894,104.064855,30.652375
895,104.093587,30.641428
896,104.060942,30.652639
897,104.069224,30.657744
898,104.090088,30.67622
899,104.058208,30.661756
900,104.048186,30.64807
901,104.044667,30.648553
902,104.073967,30.653795
903,104.049027,30.6624
904,104.077968,30.652926
905,104.042406,30.663394
906,104.083258,30.65026
907,104.039806,30.671951
908,104.043367,30.649842
909,104.039999,30.674066
910,104.097233,30.657198
911,104.049408,30.655551
912,104.049933,30.678115
913,104.086832,30.636966
914,104.041631,30.655475
915,104.05899,30.673164
916,104.05419,30.655794
917,104.081519,30.683794
918,104.063909,30.642161
919,104.037865,30.66458
920,104.064404,30.675675
921,104.058088,30.663264
922,104.070231,30.63689
